Episode,Total Reward,Total Cost,Invalid Actions,Epsilon,Cell Index,Action Type,Reward,Energy Output,Unmet Demand
,,,,,5735,wind,0,4408139,52779360
,,,,,4818,wind,0,4463461,52724038
,,,,,16228,wind,0,4514962,52672537
,,,,,8833,wind,0,4627755,52559744
,,,,,18251,wind,0,4698684,52488815
,,,,,11030,solar,0,5194014,51993485
,,,,,12025,wind,0,5233673,51953826
,,,,,7636,wind,0,5295612,51891887
,,,,,4719,wind,0,5343500,51843999
,,,,,18248,wind,0,5404876,51782623
,,,,,9367,solar,0,5915121,51272378
,,,,,3033,solar,0,6404656,50782843
,,,,,9049,wind,0,6418944,50768555
,,,,,2832,solar,0,6912184,50275315
,,,,,3622,wind,0,6960481,50227018
,,,,,11916,solar,0,7505686,49681813
,,,,,13333,solar,0,8003106,49184393
,,,,,1755,wind,0,8050904,49136595
,,,,,12066,solar,0,8558584,48628915
,,,,,16646,wind,0,8592954,48594545
,,,,,11629,wind,0,8626555,48560944
,,,,,12442,wind,0,8631777,48555722
,,,,,14135,solar,0,9101647,48085852
,,,,,11635,wind,0,9149575,48037924
,,,,,10644,wind,0,9222364,47965135
,,,,,3124,wind,0,9262676,47924823
,,,,,13560,solar,0,9760286,47427213
,,,,,15135,solar,0,10258371,46929128
,,,,,9243,wind,0,10264663,46922836
,,,,,5833,solar,0,10735198,46452301
,,,,,7925,wind,0,10772363,46415136
,,,,,18055,wind,0,10840828,46346671
,,,,,4822,solar,0,11378528,45808971
,,,,,13351,solar,0,11862553,45324946
,,,,,8651,wind,0,11891411,45296088
,,,,,12645,wind,0,11955906,45231593
,,,,,14049,wind,0,11965058,45222441
,,,,,7639,wind,0,11999101,45188398
,,,,,15323,wind,0,12033043,45154456
,,,,,2932,wind,0,12059685,45127814
,,,,,12319,wind,0,12127438,45060061
,,,,,2861,wind,0,12173826,45013673
,,,,,13937,wind,0,12195313,44992186
,,,,,7332,wind,0,12244620,44942879
,,,,,3543,wind,0,12304057,44883442
,,,,,8826,solar,0,12807937,44379562
,,,,,15225,solar,0,13289967,43897532
,,,,,15148,wind,0,13315461,43872038
,,,,,2735,solar,0,13806136,43381363
,,,,,15432,solar,0,14291681,42895818
,,,,,7848,wind,0,14335587,42851912
,,,,,7539,wind,0,14402948,42784551
,,,,,15629,solar,0,14890963,42296536
,,,,,3529,solar,0,15390758,41796741
,,,,,11952,solar,0,15867848,41319651
,,,,,11747,wind,0,15901952,41285547
,,,,,5242,wind,0,15929875,41257624
,,,,,5042,wind,0,16016727,41170772
,,,,,11460,wind,-2,16016727,41170772
,,,,,4346,wind,0,16038857,41148642
,,,,,7828,wind,0,16086965,41100534
,,,,,9750,wind,0,16106245,41081254
,,,,,8518,solar,0,16658290,40529209
,,,,,11266,wind,0,16704636,40482863
,,,,,15543,wind,0,16726064,40461435
,,,,,14363,solar,0,17229754,39957745
,,,,,16639,solar,0,17742564,39444935
,,,,,5136,wind,0,17811424,39376075
,,,,,3147,wind,0,17833664,39353835
,,,,,5724,wind,0,17866801,39320698
,,,,,15828,solar,0,18365646,38821853
,,,,,11540,solar,0,18841406,38346093
,,,,,15237,wind,0,18871970,38315529
,,,,,17952,solar,0,19359415,37828084
,,,,,5370,wind,0,19435946,37751553
,,,,,9222,wind,0,19484316,37703183
,,,,,15140,solar,0,19991046,37207444
,,,,,2672,wind,0,20094958,37108558
,,,,,14651,wind,0,20112083,37093651
,,,,,11247,wind,0,20171074,37040633
,,,,,5120,wind,0,20217682,36997214
,,,,,9738,wind,0,20362939,36864389
,,,,,16137,solar,0,20866914,36497167
,,,,,8948,solar,0,21331844,36164533
,,,,,14621,wind,0,21403969,36100080
,,,,,16258,solar,0,21908894,35786307
,,,,,5023,wind,0,21956600,35741110
,,,,,10529,solar,0,22450315,35468478
,,,,,7840,wind,0,22481840,35440543
,,,,,9125,solar,0,22996265,35194682
,,,,,6648,solar,0,23480290,34976731
,,,,,10053,wind,0,23507417,34954881
,,,,,2833,wind,0,23532680,34931177
,,,,,14023,wind,0,23551985,34915999
,,,,,9148,wind,0,23578013,34894223
,,,,,10939,wind,0,23640895,34843454
,,,,,15062,solar,0,24152565,34599280
,,,,,15052,wind,0,24191107,34569497
,,,,,11238,wind,0,24261793,34512376
,,,,,14932,solar,0,24742873,34282458
,,,,,10242,wind,0,24840781,34200602
,,,,,12948,wind,0,24898103,34154312
,,,,,3361,solar,0,25399038,33982622
,,,,,6257,wind,0,25436650,33952080
,,,,,13457,wind,0,25460169,33935054
,,,,,8144,wind,0,25582358,33837044
,,,,,11455,solar,0,26067713,33659511
,,,,,15333,wind,0,26109233,33628038
,,,,,2973,solar,0,26638478,33445974
,,,,,1758,solar,0,27144163,33274588
,,,,,11244,wind,0,27174874,33250971
,,,,,3256,solar,0,27667164,33084750
,,,,,5022,wind,0,27737184,33021660
,,,,,10547,wind,0,27766497,32998115
,,,,,11948,wind,0,27805182,32968326
,,,,,5370,wind,-2,27805182,32968326
,,,,,15337,solar,0,28304787,32826003
,,,,,2841,wind,0,28327092,32805833
,,,,,12853,wind,0,28347705,32792458
,,,,,5448,solar,0,28835530,32673237
,,,,,7121,wind,0,28898182,32622275
,,,,,2961,solar,0,29398452,32503214
,,,,,9933,wind,0,29468853,32450316
,,,,,8639,wind,0,29497895,32428507
,,,,,17344,solar,0,29999590,32288285
,,,,,15928,wind,0,30027595,32267936
,,,,,2832,wind,-2,30027595,32267936
,,,,,12939,wind,0,30076177,32233258
,,,,,10839,wind,0,30130763,32194255
,,,,,6448,wind,0,30172061,32160518
,,,,,6367,solar,0,30693706,32026823
,,,,,17856,solar,0,31181721,31894040
,,,,,5370,wind,-2,31181721,31894040
,,,,,12235,wind,0,31196422,31883767
,,,,,7949,wind,0,31252652,31840765
,,,,,9828,solar,0,31747507,31707089
,,,,,7729,wind,0,31752527,31702479
,,,,,10130,wind,0,31819995,31651777
,,,,,15637,solar,0,32321215,31515236
,,,,,12861,wind,0,32345306,31499443
,,,,,13453,solar,0,32831896,31364614
,,,,,4222,wind,0,32875259,31326514
,,,,,7442,wind,0,32881085,31321275
,,,,,14663,wind,0,32913988,31299364
,,,,,11528,solar,0,33403428,31165353
,,,,,14034,wind,0,33421320,31153082
,,,,,5448,solar,-2,33421320,31153082
,,,,,2053,solar,0,33925865,31032930
,,,,,2862,wind,0,33966284,30998702
,,,,,11462,solar,0,34466269,30894061
,,,,,11240,wind,0,34505671,30867366
,,,,,10526,solar,0,35014206,30769916
,,,,,12861,wind,-2,35014206,30769916
,,,,,15758,wind,0,35046453,30749678
,,,,,3822,solar,0,35577123,30658848
,,,,,15140,wind,-2,35577123,30658848
,,,,,3823,wind,0,35623220,30619536
,,,,,6227,wind,0,35681336,30573820
,,,,,5337,solar,0,36151966,30490851
,,,,,7246,wind,-2,36151966,30490851
,,,,,1656,wind,0,36194200,30455723
,,,,,10734,wind,0,36232031,30430106
,,,,,10724,wind,0,36286579,30393086
,,,,,15742,solar,0,36795209,30299488
,,,,,17357,solar,0,37269449,30215489
,,,,,2538,solar,0,37765159,30133922
,,,,,11434,wind,0,37835591,30086088
,,,,,10251,wind,0,37853907,30073859
,,,,,14745,wind,0,37864158,30067367
,,,,,9566,wind,0,37911036,30035646
,,,,,4359,wind,0,37983506,29977276
,,,,,3923,solar,0,38513321,29886593
,,,,,13046,solar,0,38998106,29797528
,,,,,15533,wind,0,39037627,29771331
,,,,,17042,solar,0,39551767,29676431
,,,,,11718,solar,0,40092412,29576144
,,,,,10741,wind,0,40166340,29525939
,,,,,10232,wind,0,40332744,29406847
,,,,,4652,solar,0,40825794,29324418
,,,,,7446,wind,0,40830413,29320171
,,,,,7930,solar,0,41303988,29230397
,,,,,11835,solar,0,41790198,29140623
,,,,,11769,wind,0,41862614,29097843
,,,,,15152,wind,0,41890150,29082393
,,,,,11528,wind,-2,41890150,29082393
,,,,,17951,solar,0,42378070,29020980
,,,,,7847,wind,0,42404742,29001051
,,,,,14440,wind,0,42425773,28988602
,,,,,11338,solar,0,42903718,28929821
,,,,,1655,wind,0,42966258,28879270
,,,,,15152,wind,-2,42966258,28879270
,,,,,15960,wind,0,43007898,28853556
,,,,,9047,wind,0,43026232,28841469
,,,,,8141,solar,0,43498097,28787670
,,,,,10821,wind,0,43561652,28748225
,,,,,16458,solar,0,44062112,28686991
,,,,,13937,solar,-2,44062112,28686991
,,,,,3748,wind,0,44075778,28674856
,,,,,6250,wind,0,44106198,28654124
,,,,,7929,wind,0,44127392,28638148
,,,,,15840,wind,0,44157076,28620344
,,,,,2156,wind,0,44202149,28583649
,,,,,12831,solar,0,44694154,28522229
,,,,,4126,solar,0,45212759,28467399
,,,,,4026,wind,0,45255108,28432775
,,,,,5539,wind,0,45321488,28383994
,,,,,12956,solar,0,45810643,28322968
,,,,,3170,wind,0,45901298,28252591
,,,,,9622,wind,0,45957192,28215622
,,,,,13742,wind,0,45961551,28213464
,,,,,4030,wind,0,46000482,28181550
,,,,,6136,wind,0,46060811,28137208
,,,,,10229,wind,0,46090017,28117907
,,,,,7729,wind,-2,46090017,28117907
,,,,,16434,wind,0,46120134,28098642
,,,,,15152,wind,-2,46120134,28098642
,,,,,11945,solar,0,46600264,28039552
,,,,,13334,wind,0,46665514,27999928
,,,,,14951,wind,0,46694207,27983803
,,,,,3052,wind,0,46730595,27955188
,,,,,5457,solar,0,47226780,27900324
,,,,,6023,solar,0,47759255,27840712
,,,,,11752,wind,0,47778503,27830271
,,,,,8546,wind,0,47827059,27798129
,,,,,5457,wind,-2,47827059,27798129
,,,,,14634,solar,0,48305384,27738317
,,,,,16062,wind,0,48360557,27704181
,,,,,17549,solar,0,48815512,27646917
,,,,,10232,wind,-2,48815512,27646917
,,,,,5448,solar,-2,48815512,27646917
,,,,,11833,solar,0,49307137,27585393
,,,,,5548,solar,0,49795152,27548860
,,,,,14231,wind,0,49829797,27529253
,,,,,3421,wind,0,49881492,27489021
,,,,,15960,wind,-2,49881492,27489021
,,,,,12860,wind,0,49900605,27479358
,,,,,10842,wind,0,49936655,27458405
,,,,,11025,wind,0,50019481,27409996
,,,,,7447,wind,0,50037318,27397028
,,,,,14346,wind,0,50042586,27394502
,,,,,10735,wind,0,50068302,27379662
,,,,,14759,solar,0,50571137,27346223
,,,,,11425,solar,0,51077392,27312792
,,,,,5019,solar,0,51621837,27280863
,,,,,13315,solar,0,52174832,27246389
,,,,,10949,wind,0,52214844,27225244
,,,,,5539,wind,-2,52214844,27225244
,,,,,8639,wind,-2,52214844,27225244
,,,,,13636,wind,0,52268133,27194905
,,,,,2970,wind,0,52352510,27133040
,,,,,2058,solar,0,52851070,27104655
,,,,,7952,solar,0,53330915,27075000
,,,,,12924,wind,0,53377091,27048086
,,,,,16034,wind,0,53410263,27028127
,,,,,14733,wind,0,53418689,27023772
,,,,,7532,solar,0,53871934,26993993
,,,,,11056,wind,0,53894770,26982278
,,,,,2423,wind,0,53953181,26934919
,,,,,11735,wind,0,53983211,26917522
,,,,,5121,wind,0,54037844,26875037
,,,,,15042,wind,0,54055273,26865422
,,,,,9566,wind,-2,54055273,26865422
,,,,,13531,solar,0,54542813,26834046
,,,,,15421,wind,0,54594080,26804856
,,,,,11849,solar,0,55064710,26774110
,,,,,15045,wind,0,55083173,26763902
,,,,,6032,wind,0,55170741,26702646
,,,,,11240,solar,-2,55170741,26702646
,,,,,17852,solar,0,55647261,26671692
,,,,,11627,wind,0,55705108,26637925
,,,,,15547,wind,0,55729677,26624164
,,,,,6229,wind,0,55772697,26593872
,,,,,13031,solar,0,56267932,26561875
,,,,,5061,solar,0,56768202,26532713
,,,,,6228,wind,0,56846586,26477875
,,,,,4441,wind,0,56903471,26433673
,,,,,15839,solar,0,57410866,26401755
3,81.51564706651185,-1935588.4775249567,21,0.931225,,,,,
,,,,,15737,solar,0,501409,56686090
,,,,,5549,solar,0,990374,56197125
,,,,,6934,solar,0,1438299,55749200
,,,,,3473,wind,0,1559047,55628452
,,,,,3723,wind,0,1603242,55584257
,,,,,2853,wind,0,1627416,55560083
,,,,,12846,solar,0,2115146,55072353
,,,,,12161,solar,0,2611236,54576263
,,,,,2854,wind,0,2648106,54539393
,,,,,7868,solar,0,3158921,54028578
,,,,,4144,wind,0,3178833,54008666
,,,,,6849,wind,0,3189302,53998197
,,,,,14934,wind,0,3203420,53984079
,,,,,17043,wind,0,3230962,53956537
,,,,,9939,wind,0,3251483,53936016
,,,,,8820,solar,0,3799348,53388151
,,,,,8628,wind,0,3811347,53376152
,,,,,16045,wind,0,3871190,53316309
,,,,,5023,wind,0,3918896,53268603
,,,,,11342,wind,0,3978728,53208771
,,,,,5638,wind,0,4025171,53162328
,,,,,15348,wind,0,4053318,53134181
,,,,,12853,wind,0,4073930,53113569
,,,,,10821,wind,0,4137485,53050014
,,,,,9222,wind,0,4185856,53001643
,,,,,8450,solar,0,4655441,52532058
,,,,,8053,wind,0,4672540,52514959
,,,,,16639,solar,0,5185350,52002149
,,,,,5734,wind,0,5247668,51939831
,,,,,5332,wind,0,5281810,51905689
,,,,,8750,solar,0,5746550,51440949
,,,,,4738,wind,0,5862252,51325247
,,,,,6735,solar,0,6310462,50877037
,,,,,12959,solar,0,6804747,50382752
,,,,,3643,wind,0,6838783,50348716
,,,,,2668,wind,0,6934262,50253237
,,,,,13934,wind,0,6975242,50212257
,,,,,7919,solar,0,7526147,49661352
,,,,,13130,wind,0,7598667,49588832
,,,,,11640,solar,0,8077087,49110412
,,,,,13462,wind,0,8102538,49084961
,,,,,2828,wind,0,8127857,49059642
,,,,,16334,solar,0,8639052,48548447
,,,,,10327,wind,0,8706109,48481390
,,,,,15839,wind,0,8735572,48451927
,,,,,3131,solar,0,9228717,47958782
,,,,,13430,wind,0,9269391,47918108
,,,,,9245,wind,0,9339510,47847989
,,,,,15331,wind,0,9394167,47793332
,,,,,8768,solar,0,9902987,47284512
,,,,,9828,wind,0,9940504,47246995
,,,,,12157,solar,0,10428139,46759360
,,,,,6130,wind,0,10441606,46745893
,,,,,2645,solar,0,10937221,46250278
,,,,,15117,wind,0,11065120,46122379
,,,,,4721,solar,0,11603295,45584204
,,,,,3241,wind,0,11638972,45548527
,,,,,13351,wind,0,11665467,45522032
,,,,,15958,wind,0,11707954,45479545
,,,,,3138,solar,0,12187609,44999890
,,,,,15743,wind,0,12221873,44965626
,,,,,9939,wind,-2,12221873,44965626
,,,,,7940,solar,0,12691078,44496421
,,,,,4157,wind,0,12780554,44406945
,,,,,1556,wind,0,12827028,44360471
,,,,,12461,wind,0,12853645,44333854
,,,,,4821,solar,0,13392200,43795299
,,,,,3555,solar,0,13884490,43303009
,,,,,11360,wind,0,13908550,43278949
,,,,,10038,wind,0,13952261,43235238
,,,,,8146,wind,0,14015548,43171951
,,,,,9132,wind,0,14069707,43117792
,,,,,9939,wind,-2,14069707,43117792
,,,,,10635,wind,0,14318821,42868678
,,,,,12066,solar,0,14826501,42360998
,,,,,12935,wind,0,14888934,42298565
,,,,,12738,solar,0,15382459,41805040
,,,,,2457,solar,0,15875034,41312465
,,,,,3361,solar,0,16375969,40811530
,,,,,5423,wind,0,16421187,40766312
,,,,,8668,solar,0,16930577,40256922
,,,,,11952,wind,0,16952766,40234733
,,,,,9367,wind,0,17006181,40181318
,,,,,6735,wind,-2,17006181,40181318
,,,,,4143,solar,0,17481656,39705843
,,,,,10429,wind,0,17631124,39556375
,,,,,10141,solar,0,18098429,39089070
,,,,,9845,wind,0,18124337,39063162
,,,,,13963,solar,0,18628312,38559187
,,,,,14540,solar,0,19123547,38063952
,,,,,2956,wind,0,19151482,38036017
,,,,,3661,solar,0,19653272,37603058
,,,,,3571,wind,0,19755618,37506549
,,,,,10529,solar,0,20249333,37146131
,,,,,2729,solar,0,20748368,36793601
,,,,,18053,wind,0,20788377,36757742
,,,,,3460,solar,0,21288362,36433652
,,,,,17951,wind,0,21321993,36404870
,,,,,7446,wind,0,21326612,36400251
,,,,,2553,wind,0,21364523,36364885
,,,,,7728,wind,0,21393554,36338042
,,,,,2956,solar,-2,21393554,36338042
,,,,,12021,wind,0,21458527,36282067
,,,,,2423,solar,0,21982262,36038347
,,,,,11858,solar,0,22469802,35805831
,,,,,8140,solar,0,22935112,35592881
,,,,,1755,wind,0,22982909,35549217
,,,,,14633,wind,0,22996248,35538831
,,,,,17044,wind,0,23021255,35518491
,,,,,7839,solar,0,23487895,35304932
,,,,,13944,solar,0,23976670,35070059
,,,,,11448,wind,0,24007499,35045246
,,,,,14729,wind,0,24025061,35031462
,,,,,4730,wind,0,24063424,34995895
,,,,,17143,wind,0,24085405,34978020
,,,,,2057,wind,0,24130204,34937055
,,,,,15126,wind,0,24161437,34912283
,,,,,16039,wind,0,24187606,34890995
,,,,,15042,solar,0,24692341,34647663
,,,,,5546,wind,0,24781599,34569124
,,,,,2154,wind,0,24839479,34516352
,,,,,5823,wind,0,24914089,34450671
,,,,,8667,wind,0,24963189,34410960
,,,,,3472,wind,0,25063274,34321468
,,,,,16241,wind,0,25091316,34298640
,,,,,4425,wind,0,25129327,34263390
,,,,,15660,solar,0,25643277,34037789
,,,,,4739,wind,0,25683209,34001451
,,,,,15437,wind,0,25708630,33982292
,,,,,6850,wind,0,25724390,33969392
,,,,,5420,solar,0,26265890,33780056
,,,,,10721,wind,0,26345522,33718641
,,,,,8246,solar,0,26820332,33544793
,,,,,15332,wind,0,26860004,33514720
,,,,,16255,wind,0,26888052,33493332
,,,,,14734,wind,0,26900439,33484152
,,,,,11238,wind,0,26971126,33429610
,,,,,15129,wind,0,26998632,33408845
,,,,,15860,solar,0,27514482,33226716
,,,,,12759,wind,0,27535270,33213219
,,,,,2768,wind,0,27632639,33131440
,,,,,12145,wind,0,27680144,33097536
,,,,,2645,wind,-2,27680144,33097536
,,,,,14545,wind,0,27683997,33095228
,,,,,2555,solar,0,28178567,32978441
,,,,,13521,wind,0,28303846,32890357
,,,,,10848,solar,0,28777041,32764105
,,,,,14435,wind,0,28801570,32747115
,,,,,2735,solar,0,29292245,32630179
,,,,,10435,wind,0,29424641,32530700
,,,,,10140,wind,0,29553260,32434070
,,,,,12861,wind,0,29577351,32418277
,,,,,8749,solar,0,30044751,32296627
,,,,,10647,solar,0,30517091,32170898
,,,,,18056,wind,0,30571096,32132546
,,,,,7567,solar,0,31080011,32000630
,,,,,2154,wind,-2,31080011,32000630
,,,,,3633,solar,0,31559951,31884508
,,,,,10240,wind,0,31677359,31796303
,,,,,4822,solar,0,32215059,31660514
,,,,,9352,solar,0,32693954,31535754
,,,,,2970,wind,0,32778330,31464848
,,,,,2655,solar,0,33271760,31348331
,,,,,15242,wind,0,33290636,31335368
,,,,,12740,solar,0,33780931,31203182
,,,,,12122,solar,0,34307706,31057335
,,,,,11043,wind,0,34380733,31005119
,,,,,15042,solar,-2,34380733,31005119
,,,,,6136,wind,0,34441062,30956038
,,,,,15425,wind,0,34474850,30932472
,,,,,7941,wind,0,34492738,30917523
,,,,,14719,wind,0,34532860,30887445
,,,,,17641,wind,0,34570525,30860026
,,,,,10749,wind,0,34592888,30845439
,,,,,15527,solar,0,35071973,30713733
,,,,,15042,wind,-2,35071973,30713733
,,,,,15042,solar,-2,35071973,30713733
,,,,,8546,wind,0,35120530,30677233
,,,,,5828,solar,0,35614150,30563749
,,,,,5731,wind,0,35655886,30530774
,,,,,5538,solar,0,36128416,30447470
,,,,,2930,wind,0,36158274,30421564
,,,,,4934,wind,0,36259532,30336154
,,,,,14441,solar,0,36753532,30244356
,,,,,9828,solar,-2,36753532,30244356
,,,,,15159,solar,0,37259407,30149939
,,,,,7851,solar,0,37735357,30064697
,,,,,13131,wind,0,37776400,30036880
,,,,,14435,wind,-2,37776400,30036880
,,,,,3060,wind,0,37821382,30000446
,,,,,5941,wind,0,37876276,29957239
,,,,,11137,wind,0,37951643,29906060
,,,,,13450,wind,0,37975898,29890988
,,,,,10226,solar,0,38483293,29793695
,,,,,12133,wind,0,38527417,29763782
,,,,,1557,solar,0,39036522,29679698
,,,,,3161,solar,0,39534512,29596288
,,,,,15423,solar,0,40023952,29507648
,,,,,4630,wind,0,40045856,29488278
,,,,,12248,wind,0,40051590,29484636
,,,,,4418,wind,0,40094695,29451845
,,,,,7919,wind,-2,40094695,29451845
,,,,,13356,wind,0,40114426,29439737
,,,,,14022,wind,0,40286893,29324606
,,,,,14521,wind,0,40339016,29289980
,,,,,4339,wind,0,40366351,29266155
,,,,,4560,solar,0,40868141,29180967
,,,,,13025,wind,0,40939884,29132244
,,,,,17847,solar,0,41434169,29040442
,,,,,3756,solar,0,41929404,28989737
,,,,,15731,solar,0,42420269,28928510
,,,,,12739,wind,0,42470553,28897339
,,,,,2846,wind,0,42507432,28867037
,,,,,17641,wind,-2,42507432,28867037
,,,,,10365,wind,0,42541435,28845967
,,,,,10549,wind,0,42543575,28844990
,,,,,11431,wind,0,42740294,28721849
,,,,,5538,solar,-2,42740294,28721849
,,,,,14318,solar,0,43278089,28654098
,,,,,12232,wind,0,43291347,28646180
,,,,,6246,wind,0,43316014,28627696
,,,,,15527,wind,-2,43316014,28627696
,,,,,3852,solar,0,43803839,28579523
,,,,,16143,solar,0,44308954,28516713
,,,,,17947,solar,0,44809319,28452103
,,,,,13638,solar,0,45297714,28391464
,,,,,3145,wind,0,45338054,28358435
,,,,,11054,wind,0,45364881,28343496
,,,,,10739,wind,0,45446041,28293086
,,,,,3258,wind,0,45478453,28267461
,,,,,14532,wind,0,45493051,28258993
,,,,,15658,wind,0,45529706,28238169
,,,,,2961,wind,0,45567107,28208786
,,,,,10347,wind,0,45647322,28155690
,,,,,15727,solar,0,46142367,28093258
,,,,,10934,wind,0,46238111,28033754
,,,,,7542,solar,0,46714916,27980265
,,,,,11948,solar,0,47191911,27922021
,,,,,5668,wind,0,47250389,27882246
,,,,,12648,wind,0,47297792,27852879
,,,,,13215,wind,0,47372418,27802752
,,,,,15725,solar,0,47870218,27740259
,,,,,6540,wind,0,47950110,27681618
,,,,,6225,wind,0,47980889,27658720
,,,,,2930,wind,-2,47980889,27658720
,,,,,4823,wind,0,48034831,27614905
,,,,,3725,solar,0,48553151,27559620
,,,,,15534,wind,0,48567465,27551328
,,,,,12133,wind,-2,48567465,27551328
,,,,,10342,wind,0,48639572,27503619
,,,,,12842,solar,0,49131482,27442737
,,,,,5731,wind,-2,49131482,27442737
,,,,,3755,wind,0,49165959,27415561
,,,,,13741,wind,0,49171886,27412495
,,,,,17651,wind,0,49191076,27400859
,,,,,8317,solar,0,49744451,27336215
,,,,,2832,wind,0,49772018,27313229
,,,,,4750,wind,0,49814990,27279570
,,,,,12220,wind,0,49881031,27235218
,,,,,3723,solar,-2,49881031,27235218
,,,,,4048,wind,0,49916566,27205973
,,,,,9923,solar,0,50441821,27140957
,,,,,6547,wind,0,50481367,27111709
,,,,,2540,wind,0,50514174,27083226
,,,,,8540,wind,0,50606749,27021977
,,,,,12033,wind,0,50635838,27004086
,,,,,13851,solar,0,51121098,26960702
,,,,,3230,solar,0,51616428,26932368
,,,,,7865,solar,0,52122303,26902006
,,,,,15960,solar,0,52638628,26869782
,,,,,11948,solar,-2,52638628,26869782
,,,,,5454,solar,0,53130538,26840856
,,,,,11325,solar,0,53639548,26807243
,,,,,10744,wind,0,53709428,26766413
,,,,,15940,wind,0,53734251,26751552
,,,,,11968,solar,0,54245256,26719842
,,,,,11443,wind,0,54296833,26689751
,,,,,3871,wind,0,54395874,26617213
,,,,,4053,solar,0,54887119,26589873
,,,,,9324,wind,0,54929542,26563405
,,,,,4831,wind,0,55047802,26472314
,,,,,5570,solar,0,55572677,26441985
,,,,,14546,solar,0,56073327,26409591
,,,,,15334,wind,0,56137116,26373216
